date,material_category,state,location,buying_price,unit,market_range_low,market_range_high,requires_handling_fee,source_type,source
27-08-2026,Copper,Punjab,Amritsar,609.04,per kg,560.32,657.76,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Aluminium,Punjab,Amritsar,149.57,per kg,137.6,161.54,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Iron,Punjab,Amritsar,32.82,per kg,30.19,35.45,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Lead,Punjab,Amritsar,104.86,per kg,96.47,113.25,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,PCB,Punjab,Amritsar,113.14,per kg,104.09,122.19,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Cable,Punjab,Amritsar,234.6,per kg,215.83,253.37,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Motor,Punjab,Amritsar,50.77,per kg,46.71,54.83,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Battery,Punjab,Amritsar,39.83,per kg,36.64,43.02,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,CRT,Punjab,Amritsar,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,LCD,Punjab,Amritsar,21.16,per kg,19.47,22.85,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Copper,Punjab,Jalandhar,647.9,per kg,596.07,699.73,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Aluminium,Punjab,Jalandhar,136.94,per kg,125.98,147.9,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Iron,Punjab,Jalandhar,33.76,per kg,31.06,36.46,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Lead,Punjab,Jalandhar,94.68,per kg,87.11,102.25,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,PCB,Punjab,Jalandhar,107.58,per kg,98.97,116.19,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Cable,Punjab,Jalandhar,253.5,per kg,233.22,273.78,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Motor,Punjab,Jalandhar,43.7,per kg,40.2,47.2,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Battery,Punjab,Jalandhar,40.36,per kg,37.13,43.59,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,CRT,Punjab,Jalandhar,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,LCD,Punjab,Jalandhar,19.74,per kg,18.16,21.32,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Copper,Maharashtra,Mumbai,633.25,per kg,582.59,683.91,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Aluminium,Maharashtra,Mumbai,158.42,per kg,145.75,171.09,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Iron,Maharashtra,Mumbai,41.28,per kg,37.98,44.58,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Lead,Maharashtra,Mumbai,104.4,per kg,96.05,112.75,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,PCB,Maharashtra,Mumbai,116.25,per kg,106.95,125.55,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Cable,Maharashtra,Mumbai,243.06,per kg,223.62,262.5,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Motor,Maharashtra,Mumbai,45.57,per kg,41.92,49.22,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Battery,Maharashtra,Mumbai,41.11,per kg,37.82,44.4,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,CRT,Maharashtra,Mumbai,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,LCD,Maharashtra,Mumbai,21.47,per kg,19.75,23.19,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Copper,Maharashtra,Pune,650.88,per kg,598.81,702.95,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Aluminium,Maharashtra,Pune,164.32,per kg,151.17,177.47,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Iron,Maharashtra,Pune,39.94,per kg,36.74,43.14,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Lead,Maharashtra,Pune,108.24,per kg,99.58,116.9,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,PCB,Maharashtra,Pune,116.98,per kg,107.62,126.34,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Cable,Maharashtra,Pune,234.84,per kg,216.05,253.63,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Motor,Maharashtra,Pune,49.69,per kg,45.71,53.67,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,Battery,Maharashtra,Pune,43.36,per kg,39.89,46.83,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,CRT,Maharashtra,Pune,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
27-08-2026,LCD,Maharashtra,Pune,21.61,per kg,19.88,23.34,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Copper,Punjab,Ludhiana,590.68,per kg,543.43,637.93,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Aluminium,Punjab,Ludhiana,158.88,per kg,146.17,171.59,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Iron,Punjab,Ludhiana,37.46,per kg,34.46,40.46,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Lead,Punjab,Ludhiana,93.76,per kg,86.26,101.26,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,PCB,Punjab,Ludhiana,101.29,per kg,93.19,109.39,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Cable,Punjab,Ludhiana,226.25,per kg,208.15,244.35,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Motor,Punjab,Ludhiana,46.84,per kg,43.09,50.59,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Battery,Punjab,Ludhiana,43.24,per kg,39.78,46.7,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,CRT,Punjab,Ludhiana,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,LCD,Punjab,Ludhiana,21.34,per kg,19.63,23.05,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Copper,Punjab,Amritsar,595.75,per kg,548.09,643.41,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Aluminium,Punjab,Amritsar,156.93,per kg,144.38,169.48,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Iron,Punjab,Amritsar,33.62,per kg,30.93,36.31,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Lead,Punjab,Amritsar,97.69,per kg,89.87,105.51,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,PCB,Punjab,Amritsar,104.22,per kg,95.88,112.56,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Cable,Punjab,Amritsar,239.94,per kg,220.74,259.14,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Motor,Punjab,Amritsar,44.37,per kg,40.82,47.92,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Battery,Punjab,Amritsar,46.91,per kg,43.16,50.66,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,CRT,Punjab,Amritsar,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,LCD,Punjab,Amritsar,19.38,per kg,17.83,20.93,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Copper,Punjab,Jalandhar,612.81,per kg,563.79,661.83,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Aluminium,Punjab,Jalandhar,144.31,per kg,132.77,155.85,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Iron,Punjab,Jalandhar,34.31,per kg,31.57,37.05,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Lead,Punjab,Jalandhar,101.54,per kg,93.42,109.66,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,PCB,Punjab,Jalandhar,95.49,per kg,87.85,103.13,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Cable,Punjab,Jalandhar,236.53,per kg,217.61,255.45,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Motor,Punjab,Jalandhar,46.07,per kg,42.38,49.76,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Battery,Punjab,Jalandhar,40.56,per kg,37.32,43.8,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,CRT,Punjab,Jalandhar,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,LCD,Punjab,Jalandhar,18.92,per kg,17.41,20.43,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Copper,Maharashtra,Mumbai,688.71,per kg,633.61,743.81,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Aluminium,Maharashtra,Mumbai,152.24,per kg,140.06,164.42,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Iron,Maharashtra,Mumbai,40.24,per kg,37.02,43.46,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Lead,Maharashtra,Mumbai,99.96,per kg,91.96,107.96,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,PCB,Maharashtra,Mumbai,125.71,per kg,115.65,135.77,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Cable,Maharashtra,Mumbai,252.12,per kg,231.95,272.29,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Motor,Maharashtra,Mumbai,46.12,per kg,42.43,49.81,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Battery,Maharashtra,Mumbai,41.35,per kg,38.04,44.66,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,CRT,Maharashtra,Mumbai,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,LCD,Maharashtra,Mumbai,21.62,per kg,19.89,23.35,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Copper,Maharashtra,Pune,696.42,per kg,640.71,752.13,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Aluminium,Maharashtra,Pune,162.94,per kg,149.9,175.98,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Iron,Maharashtra,Pune,34.11,per kg,31.38,36.84,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Lead,Maharashtra,Pune,99.24,per kg,91.3,107.18,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,PCB,Maharashtra,Pune,111.66,per kg,102.73,120.59,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Cable,Maharashtra,Pune,268.14,per kg,246.69,289.59,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Motor,Maharashtra,Pune,44.31,per kg,40.77,47.85,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,Battery,Maharashtra,Pune,45.97,per kg,42.29,49.65,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,CRT,Maharashtra,Pune,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
26-08-2026,LCD,Maharashtra,Pune,18.84,per kg,17.33,20.35,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Copper,Punjab,Ludhiana,616.14,per kg,566.85,665.43,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Aluminium,Punjab,Ludhiana,137.97,per kg,126.93,149.01,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Iron,Punjab,Ludhiana,34.3,per kg,31.56,37.04,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Lead,Punjab,Ludhiana,106.21,per kg,97.71,114.71,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,PCB,Punjab,Ludhiana,120.21,per kg,110.59,129.83,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Cable,Punjab,Ludhiana,261.73,per kg,240.79,282.67,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Motor,Punjab,Ludhiana,47.76,per kg,43.94,51.58,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Battery,Punjab,Ludhiana,46.23,per kg,42.53,49.93,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,CRT,Punjab,Ludhiana,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,LCD,Punjab,Ludhiana,21.76,per kg,20.02,23.5,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Copper,Punjab,Amritsar,639.85,per kg,588.66,691.04,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Aluminium,Punjab,Amritsar,155.95,per kg,143.47,168.43,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Iron,Punjab,Amritsar,39.01,per kg,35.89,42.13,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Lead,Punjab,Amritsar,109.93,per kg,101.14,118.72,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,PCB,Punjab,Amritsar,107.49,per kg,98.89,116.09,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Cable,Punjab,Amritsar,271.62,per kg,249.89,293.35,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Motor,Punjab,Amritsar,52.63,per kg,48.42,56.84,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Battery,Punjab,Amritsar,46.61,per kg,42.88,50.34,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,CRT,Punjab,Amritsar,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,LCD,Punjab,Amritsar,20.07,per kg,18.46,21.68,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Copper,Punjab,Jalandhar,588.74,per kg,541.64,635.84,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Aluminium,Punjab,Jalandhar,149.42,per kg,137.47,161.37,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Iron,Punjab,Jalandhar,35.12,per kg,32.31,37.93,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Lead,Punjab,Jalandhar,88.5,per kg,81.42,95.58,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,PCB,Punjab,Jalandhar,112.71,per kg,103.69,121.73,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Cable,Punjab,Jalandhar,217.21,per kg,199.83,234.59,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Motor,Punjab,Jalandhar,49.26,per kg,45.32,53.2,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Battery,Punjab,Jalandhar,40.37,per kg,37.14,43.6,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,CRT,Punjab,Jalandhar,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,LCD,Punjab,Jalandhar,21.44,per kg,19.72,23.16,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Copper,Maharashtra,Mumbai,623.35,per kg,573.48,673.22,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Aluminium,Maharashtra,Mumbai,168.5,per kg,155.02,181.98,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Iron,Maharashtra,Mumbai,33.96,per kg,31.24,36.68,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Lead,Maharashtra,Mumbai,101.27,per kg,93.17,109.37,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,PCB,Maharashtra,Mumbai,106.73,per kg,98.19,115.27,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Cable,Maharashtra,Mumbai,252.58,per kg,232.37,272.79,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Motor,Maharashtra,Mumbai,52.39,per kg,48.2,56.58,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Battery,Maharashtra,Mumbai,43.28,per kg,39.82,46.74,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,CRT,Maharashtra,Mumbai,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,LCD,Maharashtra,Mumbai,23.44,per kg,21.56,25.32,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Copper,Maharashtra,Pune,643.34,per kg,591.87,694.81,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Aluminium,Maharashtra,Pune,136.82,per kg,125.87,147.77,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Iron,Maharashtra,Pune,34.53,per kg,31.77,37.29,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Lead,Maharashtra,Pune,107.33,per kg,98.74,115.92,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,PCB,Maharashtra,Pune,121.43,per kg,111.72,131.14,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Cable,Maharashtra,Pune,253.22,per kg,232.96,273.48,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Motor,Maharashtra,Pune,48.4,per kg,44.53,52.27,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,Battery,Maharashtra,Pune,45.75,per kg,42.09,49.41,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,CRT,Maharashtra,Pune,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
25-08-2026,LCD,Maharashtra,Pune,21.74,per kg,20.0,23.48,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,Copper,Punjab,Ludhiana,680.36,per kg,625.93,734.79,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,Aluminium,Punjab,Ludhiana,155.52,per kg,143.08,167.96,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,Iron,Punjab,Ludhiana,33.59,per kg,30.9,36.28,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,Lead,Punjab,Ludhiana,105.95,per kg,97.47,114.43,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,PCB,Punjab,Ludhiana,101.89,per kg,93.74,110.04,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,Cable,Punjab,Ludhiana,250.45,per kg,230.41,270.49,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,Motor,Punjab,Ludhiana,46.22,per kg,42.52,49.92,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,Battery,Punjab,Ludhiana,45.83,per kg,42.16,49.5,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,CRT,Punjab,Ludhiana,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,LCD,Punjab,Ludhiana,19.97,per kg,18.37,21.57,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,Copper,Punjab,Amritsar,686.55,per kg,631.63,741.47,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,Aluminium,Punjab,Amritsar,136.89,per kg,125.94,147.84,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,Iron,Punjab,Amritsar,33.17,per kg,30.52,35.82,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,Lead,Punjab,Amritsar,95.64,per kg,87.99,103.29,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,PCB,Punjab,Amritsar,116.84,per kg,107.49,126.19,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,Cable,Punjab,Amritsar,237.87,per kg,218.84,256.9,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,Motor,Punjab,Amritsar,46.26,per kg,42.56,49.96,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
24-08-2026,Battery,Punjab,Amritsar,39.66,per kg,36.49,42.83,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
